Month;Hyodyke_new;Point figure;Annual change (%);Monthly change (%);Annual impact (%-units);Monthly impact (%-units);Date
2014M12;11 RESTAURANTS AND HOTELS;114,38;2,32;0,06;0,169;0,005;2014-12-01
2014M12;12 MISCELLANEOUS GOODS AND SERVICES;110,96;2,16;-0,20;0,145;-0,014;2014-12-01
2015M01;0 CONSUMER PRICE INDEX;108,29;-0,15;-0,68;-0,159;-0,689;2015-01-01
2015M01;01 FOOD AND NON-ALCOHOLIC BEVERAGES;117,89;-1,40;0,18;-0,200;0,025;2015-01-01
2015M01;02 ALCOHOLIC BEVERAGES, TOBACCO;116,15;2,29;0,78;0,123;0,041;2015-01-01
2015M01;03 CLOTHING AND FOOTWEAR;97,31;0,81;-7,63;0,060;-0,393;2015-01-01
2015M01;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;110,12;0,91;0,19;0,198;0,038;2015-01-01
2015M01;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;106,04;0,54;-0,40;0,031;-0,022;2015-01-01
2015M01;06 HEALTH;108,34;4,47;1,85;0,232;0,092;2015-01-01
2015M01;07 TRANSPORT;104,44;-4,18;-2,04;-0,568;-0,288;2015-01-01
2015M01;08 COMMUNICATION;83,56;-5,51;-0,85;-0,121;-0,021;2015-01-01
2015M01;09 RECREATION AND CULTURE;101,11;-0,53;-1,07;-0,065;-0,133;2015-01-01
2015M01;10 EDUCATION;112,26;-0,46;-3,91;0,000;-0,018;2015-01-01
2015M01;11 RESTAURANTS AND HOTELS;114,45;1,57;0,06;0,114;0,003;2015-01-01
2015M01;12 MISCELLANEOUS GOODS AND SERVICES;110,73;0,59;-0,20;0,039;-0,014;2015-01-01
2015M02;0 CONSUMER PRICE INDEX;108,57;-0,14;0,25;-0,150;0,261;2015-02-01
2015M02;01 FOOD AND NON-ALCOHOLIC BEVERAGES;116,72;-2,37;-0,99;-0,341;-0,142;2015-02-01
2015M02;02 ALCOHOLIC BEVERAGES, TOBACCO;116,05;2,16;-0,08;0,115;-0,004;2015-02-01
2015M02;03 CLOTHING AND FOOTWEAR;98,60;-0,42;1,32;-0,004;0,064;2015-02-01
2015M02;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;110,19;0,90;0,06;0,193;0,012;2015-02-01
2015M02;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;106,23;0,53;0,17;0,031;0,009;2015-02-01
2015M02;06 HEALTH;108,43;4,25;0,08;0,220;0,004;2015-02-01
2015M02;07 TRANSPORT;105,68;-3,22;1,18;-0,427;0,165;2015-02-01
2015M02;08 COMMUNICATION;84,81;-3,73;1,49;-0,076;0,037;2015-02-01
2015M02;09 RECREATION AND CULTURE;101,45;-0,48;0,33;-0,058;0,042;2015-02-01
2015M02;10 EDUCATION;112,26;-0,46;0,00;0,000;0,000;2015-02-01
2015M02;11 RESTAURANTS AND HOTELS;115,09;1,64;0,55;0,119;0,040;2015-02-01
2015M02;12 MISCELLANEOUS GOODS AND SERVICES;111,22;1,09;0,44;0,073;0,029;2015-02-01
2015M03;0 CONSUMER PRICE INDEX;108,92;-0,05;0,32;-0,060;0,321;2015-03-01
2015M03;01 FOOD AND NON-ALCOHOLIC BEVERAGES;116,77;-1,55;0,04;-0,221;0,005;2015-03-01
2015M03;02 ALCOHOLIC BEVERAGES, TOBACCO;115,89;1,98;-0,13;0,106;-0,007;2015-03-01
2015M03;03 CLOTHING AND FOOTWEAR;105,51;0,55;7,00;0,028;0,338;2015-03-01
2015M03;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;110,26;0,93;0,06;0,203;0,017;2015-03-01
2015M03;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;106,55;-0,05;0,30;-0,003;0,017;2015-03-01
2015M03;06 HEALTH;108,55;4,30;0,11;0,222;0,006;2015-03-01
2015M03;07 TRANSPORT;106,39;-2,43;0,67;-0,314;0,092;2015-03-01
2015M03;08 COMMUNICATION;83,35;-5,31;-1,72;-0,117;-0,043;2015-03-01
2015M03;09 RECREATION AND CULTURE;100,78;-0,88;-0,66;-0,109;-0,082;2015-03-01
2015M03;10 EDUCATION;112,26;-0,46;0,00;0,000;0,000;2015-03-01
2015M03;11 RESTAURANTS AND HOTELS;115,11;1,43;0,01;0,103;0,001;2015-03-01
2015M03;12 MISCELLANEOUS GOODS AND SERVICES;110,89;0,66;-0,29;0,044;-0,019;2015-03-01
2015M04;0 CONSUMER PRICE INDEX;108,91;-0,21;0,00;-0,219;-0,010;2015-04-01
2015M04;01 FOOD AND NON-ALCOHOLIC BEVERAGES;116,35;-1,60;-0,35;-0,229;-0,051;2015-04-01
2015M04;02 ALCOHOLIC BEVERAGES, TOBACCO;115,76;1,53;-0,11;0,082;-0,005;2015-04-01
2015M04;03 CLOTHING AND FOOTWEAR;104,85;-0,38;-0,62;-0,019;-0,032;2015-04-01
2015M04;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;110,10;0,84;-0,14;0,182;-0,031;2015-04-01
2015M04;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;106,60;-0,06;0,04;-0,004;0,002;2015-04-01
2015M04;06 HEALTH;109,16;3,32;0,56;0,168;0,028;2015-04-01
2015M04;07 TRANSPORT;107,23;-2,19;0,78;-0,274;0,110;2015-04-01
2015M04;08 COMMUNICATION;84,00;-4,95;0,77;-0,106;0,019;2015-04-01
2015M04;09 RECREATION AND CULTURE;100,50;-0,91;-0,27;-0,114;-0,034;2015-04-01
2015M04;10 EDUCATION;112,47;-0,33;0,18;0,000;0,000;2015-04-01
2015M04;11 RESTAURANTS AND HOTELS;115,10;1,34;0,00;0,097;0,000;2015-04-01
2015M04;12 MISCELLANEOUS GOODS AND SERVICES;110,71;0,09;-0,16;0,006;-0,010;2015-04-01
2015M05;0 CONSUMER PRICE INDEX;108,83;-0,03;-0,07;-0,040;-0,070;2015-05-01
2015M05;01 FOOD AND NON-ALCOHOLIC BEVERAGES;115,87;-1,30;-0,41;-0,187;-0,058;2015-05-01
2015M05;02 ALCOHOLIC BEVERAGES, TOBACCO;115,69;1,47;-0,06;0,079;-0,003;2015-05-01
2015M05;03 CLOTHING AND FOOTWEAR;105,34;1,26;0,46;0,067;0,024;2015-05-01
2015M05;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;110,22;0,84;0,10;0,180;0,021;2015-05-01
2015M05;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,84;-0,63;-0,71;-0,035;-0,039;2015-05-01
2015M05;06 HEALTH;109,17;3,23;0,00;0,163;0,000;2015-05-01
2015M05;07 TRANSPORT;108,09;-1,00;0,80;-0,107;0,113;2015-05-01
2015M05;08 COMMUNICATION;83,41;-4,22;-0,70;-0,093;-0,017;2015-05-01
2015M05;09 RECREATION AND CULTURE;99,62;-1,61;-0,87;-0,198;-0,105;2015-05-01
2015M05;10 EDUCATION;112,47;-0,33;0,00;0,000;0,000;2015-05-01
2015M05;11 RESTAURANTS AND HOTELS;114,95;1,20;-0,13;0,087;-0,008;2015-05-01
2015M05;12 MISCELLANEOUS GOODS AND SERVICES;110,65;-0,01;-0,05;-0,001;-0,004;2015-05-01
2015M06;0 CONSUMER PRICE INDEX;108,82;-0,11;0,00;-0,120;-0,010;2015-06-01
2015M06;01 FOOD AND NON-ALCOHOLIC BEVERAGES;115,63;-1,63;-0,20;-0,234;-0,028;2015-06-01
2015M06;02 ALCOHOLIC BEVERAGES, TOBACCO;115,56;0,02;-0,11;0,000;-0,006;2015-06-01
2015M06;03 CLOTHING AND FOOTWEAR;99,88;0,54;-5,18;0,040;-0,266;2015-06-01
2015M06;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;110,99;0,79;0,69;0,167;0,149;2015-06-01
2015M06;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,09;-0,57;-0,70;-0,030;-0,039;2015-06-01
2015M06;06 HEALTH;109,25;3,41;0,07;0,173;0,003;2015-06-01
2015M06;07 TRANSPORT;109,22;-0,75;1,04;-0,059;0,148;2015-06-01
2015M06;08 COMMUNICATION;83,34;-4,09;-0,08;-0,090;-0,002;2015-06-01
2015M06;09 RECREATION AND CULTURE;99,91;-1,24;0,29;-0,152;0,034;2015-06-01
2015M06;10 EDUCATION;112,47;-0,33;0,00;0,000;0,000;2015-06-01
2015M06;11 RESTAURANTS AND HOTELS;115,35;1,17;0,34;0,084;0,024;2015-06-01
2015M06;12 MISCELLANEOUS GOODS AND SERVICES;110,28;-0,21;-0,33;-0,015;-0,022;2015-06-01
2015M07;0 CONSUMER PRICE INDEX;108,58;-0,22;-0,22;-0,230;-0,220;2015-07-01
2015M07;01 FOOD AND NON-ALCOHOLIC BEVERAGES;114,26;-2,67;-1,18;-0,381;-0,167;2015-07-01
2015M07;02 ALCOHOLIC BEVERAGES, TOBACCO;116,21;0,98;0,56;0,052;0,030;2015-07-01
2015M07;03 CLOTHING AND FOOTWEAR;97,13;3,55;-2,75;0,189;-0,135;2015-07-01
2015M07;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;110,83;0,58;-0,14;0,121;-0,029;2015-07-01
2015M07;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,05;-0,72;-0,98;-0,036;-0,054;2015-07-01
2015M07;06 HEALTH;110,72;2,60;1,34;0,122;0,068;2015-07-01
2015M07;07 TRANSPORT;109,60;-1,43;0,34;-0,144;0,050;2015-07-01
2015M07;08 COMMUNICATION;83,33;-4,24;-0,01;-0,094;0,000;2015-07-01
2015M07;09 RECREATION AND CULTURE;99,74;-1,48;-0,17;-0,182;-0,021;2015-07-01
2015M07;10 EDUCATION;112,47;-0,33;0,00;0,000;0,000;2015-07-01
2015M07;11 RESTAURANTS AND HOTELS;115,79;1,65;0,38;0,119;0,028;2015-07-01
2015M07;12 MISCELLANEOUS GOODS AND SERVICES;110,43;0,03;0,13;0,002;0,009;2015-07-01
2015M08;0 CONSUMER PRICE INDEX;108,78;-0,19;0,18;-0,200;0,180;2015-08-01
2015M08;01 FOOD AND NON-ALCOHOLIC BEVERAGES;114,18;-2,41;-0,07;-0,343;-0,008;2015-08-01
2015M08;02 ALCOHOLIC BEVERAGES, TOBACCO;116,18;0,94;-0,02;0,050;-0,001;2015-08-01
2015M08;03 CLOTHING AND FOOTWEAR;101,13;2,82;4,11;0,151;0,196;2015-08-01
2015M08;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;111,47;0,99;0,57;0,208;0,124;2015-08-01
2015M08;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,40;-0,50;0,33;-0,024;0,018;2015-08-01
2015M08;06 HEALTH;110,67;2,67;-0,04;0,127;-0,002;2015-08-01
2015M08;07 TRANSPORT;108,40;-1,47;-1,09;-0,165;-0,159;2015-08-01
2015M08;08 COMMUNICATION;82,87;-4,19;-0,55;-0,095;-0,013;2015-08-01
2015M08;09 RECREATION AND CULTURE;99,33;-1,67;-0,41;-0,204;-0,049;2015-08-01
2015M08;10 EDUCATION;112,47;-0,33;0,00;0,000;0,000;2015-08-01
2015M08;11 RESTAURANTS AND HOTELS;116,11;1,10;0,27;0,077;0,019;2015-08-01
2015M08;12 MISCELLANEOUS GOODS AND SERVICES;111,39;0,36;0,86;0,023;0,058;2015-08-01
2015M09;0 CONSUMER PRICE INDEX;108,93;-0,59;0,13;-0,605;0,140;2015-09-01
2015M09;01 FOOD AND NON-ALCOHOLIC BEVERAGES;114,23;-2,90;0,04;-0,416;0,005;2015-09-01
2015M09;02 ALCOHOLIC BEVERAGES, TOBACCO;116,12;0,91;-0,05;0,048;-0,003;2015-09-01
2015M09;03 CLOTHING AND FOOTWEAR;105,38;-0,65;4,20;-0,035;0,207;2015-09-01
2015M09;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;111,46;0,93;0,00;0,193;-0,002;2015-09-01
2015M09;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,65;-0,40;1,19;-0,022;0,065;2015-09-01
2015M09;06 HEALTH;111,21;3,08;0,48;0,147;0,025;2015-09-01
2015M09;07 TRANSPORT;106,92;-2,55;-1,36;-0,322;-0,195;2015-09-01
2015M09;08 COMMUNICATION;82,41;-4,66;-0,55;-0,107;-0,013;2015-09-01
2015M09;09 RECREATION AND CULTURE;99,81;-1,56;0,48;-0,193;0,058;2015-09-01
2015M09;10 EDUCATION;114,46;-2,03;1,76;-0,009;0,008;2015-09-01
2015M09;11 RESTAURANTS AND HOTELS;115,70;1,34;-0,35;0,095;-0,026;2015-09-01
2015M09;12 MISCELLANEOUS GOODS AND SERVICES;111,48;0,28;0,08;0,018;0,005;2015-09-01
2015M10;0 CONSUMER PRICE INDEX;109,10;-0,26;0,15;-0,257;0,160;2015-10-01
2015M10;01 FOOD AND NON-ALCOHOLIC BEVERAGES;115,28;-1,32;0,91;-0,190;0,127;2015-10-01
2015M10;02 ALCOHOLIC BEVERAGES, TOBACCO;116,13;0,48;0,00;0,025;0,000;2015-10-01
2015M10;03 CLOTHING AND FOOTWEAR;106,89;0,40;1,43;0,018;0,074;2015-10-01
2015M10;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;111,52;0,95;0,05;0,199;0,012;2015-10-01
2015M10;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,75;-0,68;0,09;-0,039;0,005;2015-10-01
2015M10;06 HEALTH;108,88;2,38;-2,09;0,118;-0,109;2015-10-01
2015M10;07 TRANSPORT;106,97;-1,97;0,04;-0,247;0,007;2015-10-01
2015M10;08 COMMUNICATION;82,19;-4,05;-0,26;-0,095;-0,006;2015-10-01
2015M10;09 RECREATION AND CULTURE;100,23;-1,46;0,42;-0,181;0,050;2015-10-01
2015M10;10 EDUCATION;114,46;-2,03;0,00;-0,009;0,000;2015-10-01
2015M10;11 RESTAURANTS AND HOTELS;115,67;1,65;-0,02;0,118;-0,001;2015-10-01
2015M10;12 MISCELLANEOUS GOODS AND SERVICES;111,49;0,31;0,00;0,020;0,000;2015-10-01
2015M11;0 CONSUMER PRICE INDEX;108,92;-0,23;-0,16;-0,249;-0,169;2015-11-01
2015M11;01 FOOD AND NON-ALCOHOLIC BEVERAGES;115,71;-1,38;0,37;-0,197;0,051;2015-11-01
2015M11;02 ALCOHOLIC BEVERAGES, TOBACCO;115,99;0,55;-0,12;0,029;-0,006;2015-11-01
2015M11;03 CLOTHING AND FOOTWEAR;106,56;-0,88;-0,30;-0,051;-0,015;2015-11-01
2015M11;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;110,87;0,56;-0,58;0,117;-0,125;2015-11-01
2015M11;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,99;-0,85;0,22;-0,048;0,012;2015-11-01
2015M11;06 HEALTH;108,89;2,24;0,00;0,111;0,000;2015-11-01
2015M11;07 TRANSPORT;106,48;-0,79;-0,45;-0,102;-0,064;2015-11-01
2015M11;08 COMMUNICATION;81,98;-2,97;-0,25;-0,074;-0,006;2015-11-01
2015M11;09 RECREATION AND CULTURE;99,89;-1,20;-0,33;-0,147;-0,040;2015-11-01
2015M11;10 EDUCATION;114,46;-2,03;0,00;-0,009;0,000;2015-11-01
2015M11;11 RESTAURANTS AND HOTELS;116,13;1,60;0,39;0,115;0,029;2015-11-01
2015M11;12 MISCELLANEOUS GOODS AND SERVICES;111,36;0,15;-0,11;0,010;-0,007;2015-11-01
2015M12;0 CONSUMER PRICE INDEX;108,78;-0,23;-0,12;-0,239;-0,130;2015-12-01
2015M12;01 FOOD AND NON-ALCOHOLIC BEVERAGES;115,53;-1,81;-0,15;-0,260;-0,020;2015-12-01
2015M12;02 ALCOHOLIC BEVERAGES, TOBACCO;115,89;0,55;-0,08;0,029;-0,004;2015-12-01
2015M12;03 CLOTHING AND FOOTWEAR;104,43;-0,87;-1,99;-0,045;-0,104;2015-12-01
2015M12;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;110,60;0,62;-0,24;0,132;-0,053;2015-12-01
2015M12;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,74;-0,68;-0,23;-0,039;-0,013;2015-12-01
2015M12;06 HEALTH;108,66;2,15;-0,21;0,107;-0,010;2015-12-01
2015M12;07 TRANSPORT;106,37;-0,23;-0,10;-0,035;-0,015;2015-12-01
2015M12;08 COMMUNICATION;82,34;-2,30;0,43;-0,058;0,010;2015-12-01
2015M12;09 RECREATION AND CULTURE;100,53;-1,64;0,64;-0,202;0,078;2015-12-01
2015M12;10 EDUCATION;114,46;-2,03;0,00;-0,009;0,000;2015-12-01
2015M12;11 RESTAURANTS AND HOTELS;116,35;1,72;0,18;0,124;0,013;2015-12-01
2015M12;12 MISCELLANEOUS GOODS AND SERVICES;111,33;0,33;-0,02;0,022;-0,002;2015-12-01
2016M01;0 CONSUMER PRICE INDEX;108,32;0,02;-0,42;NA;NA;2016-01-01
2016M01;01 FOOD AND NON-ALCOHOLIC BEVERAGES;115,17;-2,30;-0,31;NA;NA;2016-01-01
2016M01;02 ALCOHOLIC BEVERAGES, TOBACCO;116,18;0,02;0,25;NA;NA;2016-01-01
2016M01;03 CLOTHING AND FOOTWEAR;97,65;0,34;-6,49;NA;NA;2016-01-01
2016M01;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;110,56;0,39;-0,03;NA;NA;2016-01-01
2016M01;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,85;-1,12;-0,84;NA;NA;2016-01-01
2016M01;06 HEALTH;112,33;3,68;3,37;NA;NA;2016-01-01
2016M01;07 TRANSPORT;105,16;0,68;-1,13;NA;NA;2016-01-01
2016M01;08 COMMUNICATION;83,75;0,22;1,71;NA;NA;2016-01-01
2016M01;09 RECREATION AND CULTURE;99,90;-1,19;-0,62;NA;NA;2016-01-01
2016M01;10 EDUCATION;115,14;2,56;0,59;NA;NA;2016-01-01
2016M01;11 RESTAURANTS AND HOTELS;116,51;1,79;0,13;NA;NA;2016-01-01
2016M01;12 MISCELLANEOUS GOODS AND SERVICES;110,96;0,20;-0,33;NA;NA;2016-01-01
2016M02;0 CONSUMER PRICE INDEX;108,47;-0,09;0,13;NA;NA;2016-02-01
2016M02;01 FOOD AND NON-ALCOHOLIC BEVERAGES;114,78;-1,66;-0,33;NA;NA;2016-02-01
2016M02;02 ALCOHOLIC BEVERAGES, TOBACCO;116,25;0,17;0,06;NA;NA;2016-02-01
2016M02;03 CLOTHING AND FOOTWEAR;98,36;-0,24;0,72;NA;NA;2016-02-01
2016M02;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;110,59;0,36;0,02;NA;NA;2016-02-01
2016M02;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,21;-0,96;0,34;NA;NA;2016-02-01
2016M02;06 HEALTH;113,21;4,40;0,78;NA;NA;2016-02-01
2016M02;07 TRANSPORT;105,10;-0,54;-0,05;NA;NA;2016-02-01
2016M02;08 COMMUNICATION;84,18;-0,74;0,51;NA;NA;2016-02-01
2016M02;09 RECREATION AND CULTURE;100,16;-1,27;0,26;NA;NA;2016-02-01
2016M02;10 EDUCATION;115,14;2,56;0,00;NA;NA;2016-02-01
2016M02;11 RESTAURANTS AND HOTELS;117,20;1,83;0,59;NA;NA;2016-02-01
2016M02;12 MISCELLANEOUS GOODS AND SERVICES;111,06;-0,14;0,09;NA;NA;2016-02-01
2016M03;0 CONSUMER PRICE INDEX;108,88;-0,03;0,37;NA;NA;2016-03-01
2016M03;01 FOOD AND NON-ALCOHOLIC BEVERAGES;114,95;-1,55;0,14;NA;NA;2016-03-01
2016M03;02 ALCOHOLIC BEVERAGES, TOBACCO;116,27;0,32;0,01;NA;NA;2016-03-01
2016M03;03 CLOTHING AND FOOTWEAR;103,25;-2,14;4,97;NA;NA;2016-03-01
2016M03;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;110,83;0,51;0,21;NA;NA;2016-03-01
2016M03;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,85;-0,65;0,60;NA;NA;2016-03-01
2016M03;06 HEALTH;115,40;6,31;1,93;NA;NA;2016-03-01
2016M03;07 TRANSPORT;105,00;-1,30;-0,09;NA;NA;2016-03-01
2016M03;08 COMMUNICATION;83,85;0,59;-0,39;NA;NA;2016-03-01
2016M03;09 RECREATION AND CULTURE;100,00;-0,77;-0,15;NA;NA;2016-03-01
2016M03;10 EDUCATION;115,14;2,56;0,00;NA;NA;2016-03-01
2016M03;11 RESTAURANTS AND HOTELS;117,18;1,79;-0,01;NA;NA;2016-03-01
2016M03;12 MISCELLANEOUS GOODS AND SERVICES;110,90;0,00;-0,14;NA;NA;2016-03-01
2016M04;0 CONSUMER PRICE INDEX;109,20;0,26;0,29;NA;NA;2016-04-01
2016M04;01 FOOD AND NON-ALCOHOLIC BEVERAGES;115,26;-0,93;0,26;NA;NA;2016-04-01
2016M04;02 ALCOHOLIC BEVERAGES, TOBACCO;116,37;0,52;0,08;NA;NA;2016-04-01
2016M04;03 CLOTHING AND FOOTWEAR;104,48;-0,35;1,19;NA;NA;2016-04-01
2016M04;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;110,84;0,67;0,00;NA;NA;2016-04-01
2016M04;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,60;-0,93;-0,23;NA;NA;2016-04-01
2016M04;06 HEALTH;118,77;8,80;2,92;NA;NA;2016-04-01
2016M04;07 TRANSPORT;105,62;-1,50;0,59;NA;NA;2016-04-01
2016M04;08 COMMUNICATION;83,83;-0,20;-0,02;NA;NA;2016-04-01
2016M04;09 RECREATION AND CULTURE;99,97;-0,52;-0,03;NA;NA;2016-04-01
2016M04;10 EDUCATION;115,29;2,50;0,13;NA;NA;2016-04-01
2016M04;11 RESTAURANTS AND HOTELS;117,00;1,65;-0,15;NA;NA;2016-04-01
2016M04;12 MISCELLANEOUS GOODS AND SERVICES;110,83;0,10;-0,06;NA;NA;2016-04-01
2016M05;0 CONSUMER PRICE INDEX;109,16;0,30;-0,03;NA;NA;2016-05-01
2016M05;01 FOOD AND NON-ALCOHOLIC BEVERAGES;113,91;-1,69;-1,17;NA;NA;2016-05-01
2016M05;02 ALCOHOLIC BEVERAGES, TOBACCO;116,39;0,60;0,01;NA;NA;2016-05-01
2016M05;03 CLOTHING AND FOOTWEAR;104,57;-0,73;0,08;NA;NA;2016-05-01
2016M05;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;111,11;0,80;0,24;NA;NA;2016-05-01
2016M05;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,64;-0,18;0,03;NA;NA;2016-05-01
2016M05;06 HEALTH;118,72;8,74;-0,04;NA;NA;2016-05-01
2016M05;07 TRANSPORT;106,50;-1,47;0,83;NA;NA;2016-05-01
2016M05;08 COMMUNICATION;84,54;1,35;0,84;NA;NA;2016-05-01
2016M05;09 RECREATION AND CULTURE;99,30;-0,32;-0,67;NA;NA;2016-05-01
2016M05;10 EDUCATION;115,29;2,50;0,00;NA;NA;2016-05-01
2016M05;11 RESTAURANTS AND HOTELS;117,04;1,81;0,03;NA;NA;2016-05-01
2016M05;12 MISCELLANEOUS GOODS AND SERVICES;110,81;0,14;-0,01;NA;NA;2016-05-01
2016M06;0 CONSUMER PRICE INDEX;109,22;0,36;0,05;NA;NA;2016-06-01
2016M06;01 FOOD AND NON-ALCOHOLIC BEVERAGES;113,74;-1,63;-0,14;NA;NA;2016-06-01
2016M06;02 ALCOHOLIC BEVERAGES, TOBACCO;116,32;0,65;-0,06;NA;NA;2016-06-01
2016M06;03 CLOTHING AND FOOTWEAR;100,91;1,03;-3,50;NA;NA;2016-06-01
2016M06;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;111,36;0,33;0,22;NA;NA;2016-06-01
2016M06;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,35;-0,70;-1,22;NA;NA;2016-06-01
2016M06;06 HEALTH;118,94;8,86;0,18;NA;NA;2016-06-01
2016M06;07 TRANSPORT;108,37;-0,77;1,75;NA;NA;2016-06-01
2016M06;08 COMMUNICATION;84,61;1,52;0,08;NA;NA;2016-06-01
2016M06;09 RECREATION AND CULTURE;99,28;-0,63;-0,02;NA;NA;2016-06-01
2016M06;10 EDUCATION;115,29;2,50;0,00;NA;NA;2016-06-01
2016M06;11 RESTAURANTS AND HOTELS;117,36;1,74;0,27;NA;NA;2016-06-01
2016M06;12 MISCELLANEOUS GOODS AND SERVICES;110,66;0,34;-0,13;NA;NA;2016-06-01
2016M07;0 CONSUMER PRICE INDEX;109,14;0,51;-0,07;NA;NA;2016-07-01
2016M07;01 FOOD AND NON-ALCOHOLIC BEVERAGES;114,27;0,00;0,46;NA;NA;2016-07-01
2016M07;02 ALCOHOLIC BEVERAGES, TOBACCO;117,91;1,46;1,36;NA;NA;2016-07-01
2016M07;03 CLOTHING AND FOOTWEAR;95,88;-1,28;-4,98;NA;NA;2016-07-01
2016M07;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;111,41;0,52;0,04;NA;NA;2016-07-01
2016M07;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;102,96;-1,04;-1,33;NA;NA;2016-07-01
2016M07;06 HEALTH;118,37;6,90;-0,47;NA;NA;2016-07-01
2016M07;07 TRANSPORT;108,81;-0,72;0,40;NA;NA;2016-07-01
2016M07;08 COMMUNICATION;84,29;1,15;-0,37;NA;NA;2016-07-01
2016M07;09 RECREATION AND CULTURE;99,54;-0,20;0,26;NA;NA;2016-07-01
2016M07;10 EDUCATION;115,29;2,50;0,00;NA;NA;2016-07-01
2016M07;11 RESTAURANTS AND HOTELS;118,27;2,14;0,77;NA;NA;2016-07-01
2016M07;12 MISCELLANEOUS GOODS AND SERVICES;110,40;-0,02;-0,23;NA;NA;2016-07-01
2016M08;0 CONSUMER PRICE INDEX;109,19;0,37;0,04;NA;NA;2016-08-01
2016M08;01 FOOD AND NON-ALCOHOLIC BEVERAGES;113,55;-0,55;-0,63;NA;NA;2016-08-01
2016M08;02 ALCOHOLIC BEVERAGES, TOBACCO;117,92;1,49;0,00;NA;NA;2016-08-01
2016M08;03 CLOTHING AND FOOTWEAR;101,56;0,42;5,92;NA;NA;2016-08-01
2016M08;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;111,65;0,16;0,21;NA;NA;2016-08-01
2016M08;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,06;0,63;2,03;NA;NA;2016-08-01
2016M08;06 HEALTH;118,39;6,97;0,01;NA;NA;2016-08-01
2016M08;07 TRANSPORT;106,84;-1,43;-1,81;NA;NA;2016-08-01
2016M08;08 COMMUNICATION;83,54;0,80;-0,88;NA;NA;2016-08-01
